Lot Frontage,Lot Area,Lot Shape,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,SalePrice,MSClass_30,MSClass_40,MSClass_45,MSClass_50,MSClass_60,MSClass_70,MSClass_75,MSClass_80,MSClass_85,MSClass_90,MSClass_120,MSClass_150,MSClass_160,MSClass_180,MSClass_190,MSZone_C (all),MSZone_FV,MSZone_I (all),MSZone_RH,MSZone_RL,MSZone_RM,S_Pave,LCfg_CulDSac,LCfg_FR2,LCfg_FR3,LCfg_Inside,Utl_NoSeWa,Utl_NoSewr,LC_HLS,LC_Low,LC_Lvl,Hood_Blueste,Hood_BrDale,Hood_BrkSide,Hood_ClearCr,Hood_CollgCr,Hood_Crawfor,Hood_Edwards,Hood_Gilbert,Hood_Greens,Hood_GrnHill,Hood_IDOTRR,Hood_Landmrk,Hood_MeadowV,Hood_Mitchel,Hood_NAmes,Hood_NPkVill,Hood_NWAmes,Hood_NoRidge,Hood_NridgHt,Hood_OldTown,Hood_SWISU,Hood_Sawyer,Hood_SawyerW,Hood_Somerst,Hood_StoneBr,Hood_Timber,Hood_Veenker,Cdtn1_Feedr,Cdtn1_Norm,Cdtn1_PosA,Cdtn1_PosN,Cdtn1_RRAe,Cdtn1_RRAn,Cdtn1_RRNe,Cdtn1_RRNn,Cdtn2_Feedr,Cdtn2_Norm,Cdtn2_PosA,Cdtn2_PosN,Cdtn2_RRAe,Cdtn2_RRAn,Cdtn2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HStyle_1.5Unf,HStyle_1Story,HStyle_2.5Fin,HStyle_2.5Unf,HStyle_2Story,HStyle_SFoyer,HStyle_SLvl,RStyle_Gable,RStyle_Gambrel,RStyle_Hip,RStyle_Mansard,RStyle_Shed,RMatl_Membran,RMatl_Metal,RMatl_Roll,RMatl_Tar&Grv,RMatl_WdShake,RMatl_WdShngl,Ex1_AsphShn,Ex1_BrkComm,Ex1_BrkFace,Ex1_CBlock,Ex1_CemntBd,Ex1_HdBoard,Ex1_ImStucc,Ex1_MetalSd,Ex1_Plywood,Ex1_Stone,Ex1_Stucco,Ex1_VinylSd,Ex1_Wd Sdng,Ex1_WdShing,Ex2_AsphShn,Ex2_Brk Cmn,Ex2_BrkFace,Ex2_CBlock,Ex2_CmentBd,Ex2_HdBoard,Ex2_ImStucc,Ex2_MetalSd,Ex2_Other,Ex2_Plywood,Ex2_Stone,Ex2_Stucco,Ex2_VinylSd,Ex2_Wd Sdng,Ex2_Wd Shng,MVType_BrkFace,MVType_CBlock,MVType_None,MVType_Stone,BT1_BLQ,BT1_GLQ,BT1_LwQ,BT1_NA,BT1_Rec,BT1_Unf,BT2_BLQ,BT2_GLQ,BT2_LwQ,BT2_NA,BT2_Rec,BT2_Unf,Heat_GasA,Heat_GasW,Heat_Grav,Heat_OthW,Heat_Wall,Elt_FuseF,Elt_FuseP,Elt_Mix,Elt_SBrkr,Fdn_CBlock,Fdn_PConc,Fdn_Slab,Fdn_Stone,Fdn_Wood,Func_Maj2,Func_Min1,Func_Min2,Func_Mod,Func_Sal,Func_Sev,Func_Typ,GarType_Attchd,GarType_Basment,GarType_BuiltIn,GarType_CarPort,GarType_Detchd,GarType_NA,PvDri_P,PvDri_Y,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_VWD,SaleType_WD ,SaleCond_AdjLand,SaleCond_Alloca,SaleCond_Family,SaleCond_Normal,SaleCond_Partial
63.0,7560,0,0,5,5,1971,1971,0.0,2,2,1,2,3,119.0,613.0,132.0,864.0,2,0,864,0,0,864,1.0,0.0,1,0,3,1,2,5,0,5,1977.0,2,2.0,576.0,2,2,0,0,0,0,0,0,0,5,2008,350.71355833500365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
74.97574123989219,12735,1,0,4,5,1972,1972,0.0,2,2,2,2,3,600.0,0.0,264.0,864.0,2,0,864,0,0,864,0.0,0.0,1,0,3,1,2,5,0,5,1980.0,2,2.0,576.0,2,2,216,0,0,0,0,0,0,4,2008,333.54160160315837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34.0,4060,0,0,6,5,1998,1999,0.0,1,2,1,2,3,266.0,0.0,1139.0,1405.0,0,0,1337,0,0,1337,1.0,0.0,2,0,2,1,1,5,0,5,1998.0,0,2.0,511.0,2,2,144,68,0,0,0,0,0,8,2008,425.44094772365287,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.0,1680,0,0,6,5,1973,1973,359.0,2,2,2,2,3,458.0,0.0,25.0,483.0,2,0,483,504,0,987,0.0,1.0,1,1,2,1,2,5,0,5,1973.0,2,1.0,264.0,2,2,52,0,0,0,0,0,0,2,2008,321.55870381627057,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
21.0,1680,0,0,6,5,1973,1973,158.0,2,2,2,2,3,330.0,0.0,153.0,483.0,2,0,483,504,0,987,1.0,0.0,1,1,2,1,2,5,0,5,1973.0,2,1.0,264.0,2,2,0,0,0,0,0,0,0,11,2008,316.227766016838,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
21.0,1890,0,0,6,6,1972,1972,422.0,2,2,2,2,3,483.0,0.0,0.0,483.0,1,0,483,504,0,987,0.0,0.0,1,1,2,1,2,5,0,5,1975.0,2,1.0,352.0,2,2,411,0,0,0,0,0,0,4,2008,317.0173496829472,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
21.0,1869,0,0,6,6,1970,1970,127.0,2,2,2,2,3,321.0,0.0,162.0,483.0,2,0,483,504,0,987,0.0,0.0,1,1,2,1,2,5,0,5,1987.0,2,1.0,280.0,2,2,0,0,0,0,0,0,0,9,2008,325.5764119219941,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
21.0,1680,0,0,6,5,1971,1971,232.0,2,2,2,2,3,387.0,0.0,96.0,483.0,2,0,483,504,0,987,0.0,0.0,1,1,2,1,2,4,0,5,1971.0,2,1.0,264.0,2,2,0,0,0,0,0,0,0,7,2008,292.23278392404916,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.0,1680,0,0,6,3,1971,1971,604.0,2,2,2,2,3,358.0,0.0,125.0,483.0,2,0,483,504,0,987,0.0,0.0,1,1,2,1,2,5,0,5,1971.0,2,1.0,264.0,2,2,0,0,0,0,0,0,0,8,2008,299.1655060330318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
21.0,1680,0,0,5,5,1972,1972,356.0,2,2,2,2,3,350.0,0.0,280.0,630.0,2,0,630,672,0,1302,0.0,0.0,2,1,3,1,2,6,0,5,1972.0,2,1.0,264.0,2,2,0,0,0,0,0,0,0,12,2008,334.29029300893563,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
53.0,4043,0,0,6,6,1977,1977,0.0,2,2,1,2,3,559.0,0.0,510.0,1069.0,2,0,1069,0,0,1069,0.0,0.0,2,0,2,1,2,4,0,5,1977.0,1,2.0,440.0,2,2,0,55,0,0,200,0,0,10,2008,374.165738677394,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.0,2308,0,0,6,6,1975,1975,0.0,2,2,1,2,3,286.0,294.0,275.0,855.0,1,0,855,601,0,1456,0.0,0.0,2,1,4,1,2,7,0,5,1975.0,1,2.0,460.0,2,2,0,0,0,0,0,0,0,5,2008,378.1534080237808,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
24.0,2529,0,0,7,6,1977,1977,0.0,2,2,1,2,3,378.0,0.0,677.0,1055.0,3,0,1055,0,0,1055,0.0,0.0,2,0,2,1,2,4,0,5,1977.0,2,2.0,440.0,2,2,0,38,0,0,0,0,0,9,2008,385.3569773599538,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
74.97574123989219,9477,0,0,5,5,1966,1966,65.0,2,2,2,2,3,340.0,0.0,524.0,864.0,2,0,892,0,0,892,0.0,0.0,1,0,3,1,2,5,0,5,1966.0,1,1.0,264.0,2,2,0,0,0,0,0,0,0,10,2008,331.66247903554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
96.0,12444,0,0,8,5,2008,2008,426.0,0,2,0,2,1,1336.0,0.0,596.0,1932.0,0,0,1932,0,0,1932,1.0,0.0,2,0,2,1,0,7,1,1,2008.0,0,3.0,774.0,2,2,0,66,0,304,0,0,0,11,2008,628.1854821627128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
96.0,12474,0,0,10,5,2007,2008,272.0,0,2,0,2,1,1280.0,0.0,402.0,1682.0,0,0,1742,590,0,2332,1.0,0.0,2,1,3,1,0,9,1,0,2008.0,0,3.0,846.0,2,2,196,134,0,0,0,0,0,8,2008,652.6867548832288,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
114.0,14803,0,0,10,5,2007,2008,816.0,0,2,0,2,1,1636.0,0.0,442.0,2078.0,0,0,2084,0,0,2084,1.0,0.0,2,0,2,1,0,7,1,1,2007.0,0,3.0,1220.0,2,2,188,45,0,0,0,0,0,6,2008,620.4836822995428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
67.0,14948,1,0,9,5,2008,2008,268.0,0,2,0,2,1,1330.0,0.0,122.0,1452.0,0,0,1476,1237,0,2713,1.0,0.0,2,1,3,1,0,11,1,1,2008.0,0,3.0,858.0,2,2,126,66,0,0,0,0,0,11,2008,668.0276940367069,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
98.0,12704,0,0,8,5,2007,2007,302.0,1,2,0,2,3,1012.0,0.0,570.0,1582.0,0,0,1582,0,0,1582,1.0,0.0,2,0,3,1,1,7,0,5,2007.0,0,3.0,905.0,2,2,209,95,0,0,0,0,0,1,2008,563.4713834792323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
107.0,13891,0,0,8,5,2007,2008,436.0,1,2,0,2,0,1400.0,0.0,310.0,1710.0,0,0,1710,0,0,1710,1.0,0.0,2,0,2,1,1,6,1,1,2007.0,1,3.0,866.0,2,2,0,102,0,0,0,0,0,1,2008,610.2474907773075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
104.0,14418,1,0,9,5,2007,2007,480.0,0,2,0,2,0,1375.0,0.0,575.0,1950.0,0,0,1950,0,0,1950,1.0,0.0,2,0,2,1,0,7,1,1,2007.0,0,3.0,706.0,2,2,156,207,0,0,0,0,0,5,2008,618.869937870632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
108.0,13418,0,0,9,5,2006,2006,270.0,1,2,0,2,0,1420.0,0.0,430.0,1850.0,0,0,1850,898,0,2748,1.0,0.0,2,1,4,1,0,9,1,1,2006.0,0,3.0,850.0,2,2,212,182,0,0,0,0,0,10,2008,624.4997998398399,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
102.0,12151,1,0,9,5,2005,2005,368.0,1,2,0,2,1,1249.0,0.0,165.0,1414.0,0,0,1414,917,0,2331,1.0,0.0,2,1,3,1,0,9,1,1,2005.0,0,3.0,1003.0,2,2,192,63,0,0,0,0,0,8,2008,615.6297588648554,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
